chip_name,climate
37PCM_25,Csb Temperate-Dry_Summer-Warm_Summer
37PCM_26,Cwb Temperate-Dry_Winter-Warm_Summer
37PCM_27,Cwb Temperate-Dry_Winter-Warm_Summer
37PCM_28,Csb Temperate-Dry_Summer-Warm_Summer
37PCM_29,Cwb Temperate-Dry_Winter-Warm_Summer
38KMA_00,BSh Arid-Steppe-Hot
38KMA_01,BSh Arid-Steppe-Hot
38KMA_02,BSh Arid-Steppe-Hot
38KMA_03,BSh Arid-Steppe-Hot
38KMA_04,BSh Arid-Steppe-Hot
38KMA_05,BSh Arid-Steppe-Hot
38KMA_06,BSh Arid-Steppe-Hot
38KMA_07,BSh Arid-Steppe-Hot
38KMA_08,BSh Arid-Steppe-Hot
38KMA_09,BSh Arid-Steppe-Hot
38KMA_10,BSh Arid-Steppe-Hot
38KMA_11,BSh Arid-Steppe-Hot
38KMA_12,BSh Arid-Steppe-Hot
38KMA_13,BSh Arid-Steppe-Hot
38KMA_14,BSh Arid-Steppe-Hot
38KMA_15,BSh Arid-Steppe-Hot
38KMA_16,BSh Arid-Steppe-Hot
38KMA_17,BSh Arid-Steppe-Hot
38KMA_18,BSh Arid-Steppe-Hot
38KMA_19,BSh Arid-Steppe-Hot
38KMA_20,BSh Arid-Steppe-Hot
38KMA_21,BSh Arid-Steppe-Hot
38KMA_22,BSh Arid-Steppe-Hot
38KMA_23,BSh Arid-Steppe-Hot
38KMA_24,BSh Arid-Steppe-Hot
38KMA_25,BSh Arid-Steppe-Hot
38KMA_26,BSh Arid-Steppe-Hot
38KMA_27,BSh Arid-Steppe-Hot
38KMA_28,BSh Arid-Steppe-Hot
38KMA_29,BSh Arid-Steppe-Hot
38NPP_00,BWh Arid-Desert-Hot
38NPP_01,BWh Arid-Desert-Hot
38NPP_02,BWh Arid-Desert-Hot
38NPP_03,BWh Arid-Desert-Hot
38NPP_04,BWh Arid-Desert-Hot
38NPP_05,BWh Arid-Desert-Hot
38NPP_06,BWh Arid-Desert-Hot
38NPP_07,BWh Arid-Desert-Hot
38NPP_08,BWh Arid-Desert-Hot
38NPP_09,BWh Arid-Desert-Hot
38NPP_10,BWh Arid-Desert-Hot
38NPP_11,BWh Arid-Desert-Hot
38NPP_12,BWh Arid-Desert-Hot
38NPP_13,BWh Arid-Desert-Hot
38NPP_14,BWh Arid-Desert-Hot
38NPP_15,BWh Arid-Desert-Hot
38NPP_16,BWh Arid-Desert-Hot
38NPP_17,BWh Arid-Desert-Hot
38NPP_18,BWh Arid-Desert-Hot
38NPP_19,BWh Arid-Desert-Hot
38NPP_20,BWh Arid-Desert-Hot
38NPP_21,BWh Arid-Desert-Hot
38NPP_22,BWh Arid-Desert-Hot
38NPP_23,BWh Arid-Desert-Hot
38NPP_24,BWh Arid-Desert-Hot
38NPP_25,BWh Arid-Desert-Hot
38NPP_26,BWh Arid-Desert-Hot
38NPP_27,BWh Arid-Desert-Hot
38NPP_28,BWh Arid-Desert-Hot
38NPP_29,BWh Arid-Desert-Hot
38PKQ_00,BSh Arid-Steppe-Hot
38PKQ_01,BSh Arid-Steppe-Hot
38PKQ_02,BSh Arid-Steppe-Hot
38PKQ_03,BSh Arid-Steppe-Hot
38PKQ_04,BSh Arid-Steppe-Hot
38PKQ_05,BSh Arid-Steppe-Hot
38PKQ_06,BSh Arid-Steppe-Hot
38PKQ_07,BSh Arid-Steppe-Hot
38PKQ_08,BSh Arid-Steppe-Hot
38PKQ_09,BSh Arid-Steppe-Hot
38PKQ_10,BSh Arid-Steppe-Hot
38PKQ_11,BSh Arid-Steppe-Hot
38PKQ_12,BSh Arid-Steppe-Hot
38PKQ_13,BSh Arid-Steppe-Hot
38PKQ_14,BSh Arid-Steppe-Hot
38PKQ_15,BSh Arid-Steppe-Hot
38PKQ_16,BSh Arid-Steppe-Hot
38PKQ_17,BSh Arid-Steppe-Hot
38PKQ_18,BSh Arid-Steppe-Hot
38PKQ_19,BSh Arid-Steppe-Hot
38PKQ_20,BSh Arid-Steppe-Hot
38PKQ_21,BSh Arid-Steppe-Hot
38PKQ_22,BSh Arid-Steppe-Hot
38PKQ_23,BSh Arid-Steppe-Hot
38PKQ_24,BSh Arid-Steppe-Hot
38PKQ_25,BSh Arid-Steppe-Hot
38PKQ_26,BSh Arid-Steppe-Hot
38PKQ_27,BSh Arid-Steppe-Hot
38PKQ_28,BSh Arid-Steppe-Hot
38PKQ_29,BSh Arid-Steppe-Hot
38PKT_00,BWh Arid-Desert-Hot
38PKT_01,BWh Arid-Desert-Hot
38PKT_02,BWh Arid-Desert-Hot
38PKT_03,BWh Arid-Desert-Hot
38PKT_04,
38PKT_05,BWh Arid-Desert-Hot
38PKT_06,BWh Arid-Desert-Hot
38PKT_07,BWh Arid-Desert-Hot
38PKT_08,BWh Arid-Desert-Hot
38PKT_09,BWh Arid-Desert-Hot
38PKT_10,BWh Arid-Desert-Hot
38PKT_11,BWh Arid-Desert-Hot
38PKT_12,BWh Arid-Desert-Hot
38PKT_13,BWh Arid-Desert-Hot
38PKT_14,BWh Arid-Desert-Hot
38PKT_15,BWh Arid-Desert-Hot
38PKT_16,BWh Arid-Desert-Hot
38PKT_17,BWh Arid-Desert-Hot
38PKT_18,BWh Arid-Desert-Hot
38PKT_19,BWh Arid-Desert-Hot
38PKT_20,BWh Arid-Desert-Hot
38PKT_21,BWh Arid-Desert-Hot
38PKT_22,BWh Arid-Desert-Hot
38PKT_23,BWh Arid-Desert-Hot
38PKT_24,BWh Arid-Desert-Hot
38PKT_25,BWh Arid-Desert-Hot
38PKT_26,BWh Arid-Desert-Hot
38PKT_27,BWh Arid-Desert-Hot
38PKT_28,BWh Arid-Desert-Hot
38PKT_29,BWh Arid-Desert-Hot
